"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2008"	"2008"	"Alcohol-induced causes"	"A"	645	36604337	1.8
	"California"	"06"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	4043	36604337	11.0
	"California"	"06"	"2009"	"2009"	"Drug-induced causes"	"D"	4290	36961229	11.6
	"California"	"06"	"2009"	"2009"	"Alcohol-induced causes"	"A"	700	36961229	1.9
	"California"	"06"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	4224	36961229	11.4
	"California"	"06"	"2010"	"2010"	"Drug-induced causes"	"D"	4258	37253956	11.4
	"California"	"06"	"2010"	"2010"	"Alcohol-induced causes"	"A"	644	37253956	1.7
	"California"	"06"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	4208	37253956	11.3
	"California"	"06"	"2011"	"2011"	"Drug-induced causes"	"D"	4429	37691912	11.8
	"California"	"06"	"2011"	"2011"	"Alcohol-induced causes"	"A"	718	37691912	1.9
	"California"	"06"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	4379	37691912	11.6
	"California"	"06"	"2012"	"2012"	"Drug-induced causes"	"D"	4304	38041430	11.3
	"California"	"06"	"2012"	"2012"	"Alcohol-induced causes"	"A"	639	38041430	1.7
	"California"	"06"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	4246	38041430	11.2
	"California"	"06"	"2013"	"2013"	"Drug-induced causes"	"D"	4747	38332521	12.4
	"California"	"06"	"2013"	"2013"	"Alcohol-induced causes"	"A"	720	38332521	1.9
	"California"	"06"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	4681	38332521	12.2
	"California"	"06"	"2014"	"2014"	"Drug-induced causes"	"D"	4816	38802500	12.4
	"California"	"06"	"2014"	"2014"	"Alcohol-induced causes"	"A"	775	38802500	2.0
	"California"	"06"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	4730	38802500	12.2
	"California"	"06"	"2015"	"2015"	"Drug-induced causes"	"D"	5025	39144818	12.8
	"California"	"06"	"2015"	"2015"	"Alcohol-induced causes"	"A"	721	39144818	1.8
	"California"	"06"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	4949	39144818	12.6
	"California"	"06"	"2016"	"2016"	"Drug-induced causes"	"D"	5094	39250017	13.0
	"California"	"06"	"2016"	"2016"	"Alcohol-induced causes"	"A"	686	39250017	1.7
	"California"	"06"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	4964	39250017	12.6
	"California"	"06"	"2017"	"2017"	"Drug-induced causes"	"D"	5302	39536653	13.4
	"California"	"06"	"2017"	"2017"	"Alcohol-induced causes"	"A"	668	39536653	1.7
	"California"	"06"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	5211	39536653	13.2
	"California"	"06"	"2018"	"2018"	"Drug-induced causes"	"D"	5771	39557045	14.6
	"California"	"06"	"2018"	"2018"	"Alcohol-induced causes"	"A"	781	39557045	2.0
	"California"	"06"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	5721	39557045	14.5
	"California"	"06"	"2019"	"2019"	"Drug-induced causes"	"D"	6668	39512223	16.9
	"California"	"06"	"2019"	"2019"	"Alcohol-induced causes"	"A"	920	39512223	2.3
	"California"	"06"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	6620	39512223	16.8
	"Colorado"	"08"	"1999"	"1999"	"Drug-induced causes"	"D"	375	4226018	8.9
	"Colorado"	"08"	"1999"	"1999"	"Alcohol-induced causes"	"A"	64	4226018	1.5
	"Colorado"	"08"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	374	4226018	8.8
	"Colorado"	"08"	"2000"	"2000"	"Drug-induced causes"	"D"	372	4301261	8.6
	"Colorado"	"08"	"2000"	"2000"	"Alcohol-induced causes"	"A"	82	4301261	1.9
	"Colorado"	"08"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	371	4301261	8.6
	"Colorado"	"08"	"2001"	"2001"	"Drug-induced causes"	"D"	444	4425687	10.0
	"Colorado"	"08"	"2001"	"2001"	"Alcohol-induced causes"	"A"	101	4425687	2.3
	"Colorado"	"08"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	442	4425687	10.0
	"Colorado"	"08"	"2002"	"2002"	"Drug-induced causes"	"D"	474	4490406	10.6
	"Colorado"	"08"	"2002"	"2002"	"Alcohol-induced causes"	"A"	101	4490406	2.2
	"Colorado"	"08"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	472	4490406	10.5
	"Colorado"	"08"	"2003"	"2003"	"Drug-induced causes"	"D"	529	4528732	11.7
	"Colorado"	"08"	"2003"	"2003"	"Alcohol-induced causes"	"A"	106	4528732	2.3
	"Colorado"	"08"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	529	4528732	11.7
	"Colorado"	"08"	"2004"	"2004"	"Drug-induced causes"	"D"	548	4575013	12.0
	"Colorado"	"08"	"2004"	"2004"	"Alcohol-induced causes"	"A"	118	4575013	2.6
	"Colorado"	"08"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	547	4575013	12.0
	"Colorado"	"08"	"2005"	"2005"	"Drug-induced causes"	"D"	640	4631888	13.8
	"Colorado"	"08"	"2005"	"2005"	"Alcohol-induced causes"	"A"	122	4631888	2.6
	"Colorado"	"08"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	639	4631888	13.8
	"Colorado"	"08"	"2006"	"2006"	"Drug-induced causes"	"D"	660	4720423	14.0
	"Colorado"	"08"	"2006"	"2006"	"Alcohol-induced causes"	"A"	141	4720423	3.0
	"Colorado"	"08"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	653	4720423	13.8
	"Colorado"	"08"	"2007"	"2007"	"Drug-induced causes"	"D"	747	4803868	15.5
	"Colorado"	"08"	"2007"	"2007"	"Alcohol-induced causes"	"A"	132	4803868	2.7
	"Colorado"	"08"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	746	4803868	15.5
	"Colorado"	"08"	"2008"	"2008"	"Drug-induced causes"	"D"	760	4889730	15.5
	"Colorado"	"08"	"2008"	"2008"	"Alcohol-induced causes"	"A"	162	4889730	3.3
	"Colorado"	"08"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	758	4889730	15.5
	"Colorado"	"08"	"2009"	"2009"	"Drug-induced causes"	"D"	784	4972195	15.8
	"Colorado"	"08"	"2009"	"2009"	"Alcohol-induced causes"	"A"	162	4972195	3.3
	"Colorado"	"08"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	783	4972195	15.7
	"Colorado"	"08"	"2010"	"2010"	"Drug-induced causes"	"D"	676	5029196	13.4
	"Colorado"	"08"	"2010"	"2010"	"Alcohol-induced causes"	"A"	134	5029196	2.7
	"Colorado"	"08"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	672	5029196	13.4
	"Colorado"	"08"	"2011"	"2011"	"Drug-induced causes"	"D"	852	5116796	16.7
	"Colorado"	"08"	"2011"	"2011"	"Alcohol-induced causes"	"A"	149	5116796	2.9
	"Colorado"	"08"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	851	5116796	16.6
	"Colorado"	"08"	"2012"	"2012"	"Drug-induced causes"	"D"	826	5187582	15.9
	"Colorado"	"08"	"2012"	"2012"	"Alcohol-induced causes"	"A"	152	5187582	2.9
	"Colorado"	"08"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	823	5187582	15.9
	"Colorado"	"08"	"2013"	"2013"	"Drug-induced causes"	"D"	864	5268367	16.4
	"Colorado"	"08"	"2013"	"2013"	"Alcohol-induced causes"	"A"	149	5268367	2.8
	"Colorado"	"08"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	862	5268367	16.4
	"Colorado"	"08"	"2014"	"2014"	"Drug-induced causes"	"D"	917	5355866	17.1
	"Colorado"	"08"	"2014"	"2014"	"Alcohol-induced causes"	"A"	163	5355866	3.0
	"Colorado"	"08"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	913	5355866	17.0
	"Colorado"	"08"	"2015"	"2015"	"Drug-induced causes"	"D"	893	5456574	16.4
	"Colorado"	"08"	"2015"	"2015"	"Alcohol-induced causes"	"A"	172	5456574	3.2
	"Colorado"	"08"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	888	5456574	16.3
	"Colorado"	"08"	"2016"	"2016"	"Drug-induced causes"	"D"	973	5540545	17.6
	"Colorado"	"08"	"2016"	"2016"	"Alcohol-induced causes"	"A"	218	5540545	3.9
	"Colorado"	"08"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	970	5540545	17.5
	"Colorado"	"08"	"2017"	"2017"	"Drug-induced causes"	"D"	1050	5607154	18.7
	"Colorado"	"08"	"2017"	"2017"	"Alcohol-induced causes"	"A"	194	5607154	3.5
	"Colorado"	"08"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	1045	5607154	18.6
	"Colorado"	"08"	"2018"	"2018"	"Drug-induced causes"	"D"	1038	5695564	18.2
	"Colorado"	"08"	"2018"	"2018"	"Alcohol-induced causes"	"A"	223	5695564	3.9
	"Colorado"	"08"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	1035	5695564	18.2
	"Colorado"	"08"	"2019"	"2019"	"Drug-induced causes"	"D"	1118	5758736	19.4
	"Colorado"	"08"	"2019"	"2019"	"Alcohol-induced causes"	"A"	254	5758736	4.4
	"Colorado"	"08"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	1118	5758736	19.4
	"Connecticut"	"09"	"1999"	"1999"	"Drug-induced causes"	"D"	330	3386401	9.7
	"Connecticut"	"09"	"1999"	"1999"	"Alcohol-induced causes"	"A"	37	3386401	1.1
	"Connecticut"	"09"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	327	3386401	9.7
	"Connecticut"	"09"	"2000"	"2000"	"Drug-induced causes"	"D"	336	3405565	9.9
	"Connecticut"	"09"	"2000"	"2000"	"Alcohol-induced causes"	"A"	42	3405565	1.2
	"Connecticut"	"09"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	336	3405565	9.9
	"Connecticut"	"09"	"2001"	"2001"	"Drug-induced causes"	"D"	326	3432835	9.5
	"Connecticut"	"09"	"2001"	"2001"	"Alcohol-induced causes"	"A"	64	3432835	1.9
	"Connecticut"	"09"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	318	3432835	9.3
	"Connecticut"	"09"	"2002"	"2002"	"Drug-induced causes"	"D"	377	3458749	10.9
	"Connecticut"	"09"	"2002"	"2002"	"Alcohol-induced causes"	"A"	48	3458749	1.4
	"Connecticut"	"09"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	374	3458749	10.8
	"Connecticut"	"09"	"2003"	"2003"	"Drug-induced causes"	"D"	338	3484336	9.7
	"Connecticut"	"09"	"2003"	"2003"	"Alcohol-induced causes"	"A"	28	3484336	0.8
	"Connecticut"	"09"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	327	3484336	9.4
	"Connecticut"	"09"	"2004"	"2004"	"Drug-induced causes"	"D"	360	3496094	10.3
	"Connecticut"	"09"	"2004"	"2004"	"Alcohol-induced causes"	"A"	35	3496094	1.0
	"Connecticut"	"09"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	354	3496094	10.1
	"Connecticut"	"09"	"2005"	"2005"	"Drug-induced causes"	"D"	352	3506956	10.0
	"Connecticut"	"09"	"2005"	"2005"	"Alcohol-induced causes"	"A"	21	3506956	0.6
	"Connecticut"	"09"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	349	3506956	10.0
	"Connecticut"	"09"	"2006"	"2006"	"Drug-induced causes"	"D"	458	3517460	13.0
	"Connecticut"	"09"	"2006"	"2006"	"Alcohol-induced causes"	"A"	44	3517460	1.3
	"Connecticut"	"09"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	456	3517460	13.0
	"Connecticut"	"09"	"2007"	"2007"	"Drug-induced causes"	"D"	444	3527270	12.6
	"Connecticut"	"09"	"2007"	"2007"	"Alcohol-induced causes"	"A"	25	3527270	0.7
	"Connecticut"	"09"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	442	3527270	12.5
	"Connecticut"	"09"	"2008"	"2008"	"Drug-induced causes"	"D"	397	3545579	11.2
	"Connecticut"	"09"	"2008"	"2008"	"Alcohol-induced causes"	"A"	27	3545579	0.8
	"Connecticut"	"09"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	395	3545579	11.1
	"Connecticut"	"09"	"2009"	"2009"	"Drug-induced causes"	"D"	397	3561807	11.1
	"Connecticut"	"09"	"2009"	"2009"	"Alcohol-induced causes"	"A"	39	3561807	1.1
	"Connecticut"	"09"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	396	3561807	11.1
	"Connecticut"	"09"	"2010"	"2010"	"Drug-induced causes"	"D"	372	3574097	10.4
	"Connecticut"	"09"	"2010"	"2010"	"Alcohol-induced causes"	"A"	55	3574097	1.5
	"Connecticut"	"09"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	369	3574097	10.3
	"Connecticut"	"09"	"2011"	"2011"	"Drug-induced causes"	"D"	416	3580709	11.6
	"Connecticut"	"09"	"2011"	"2011"	"Alcohol-induced causes"	"A"	47	3580709	1.3
	"Connecticut"	"09"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	413	3580709	11.5
	"Connecticut"	"09"	"2012"	"2012"	"Drug-induced causes"	"D"	451	3590347	12.6
	"Connecticut"	"09"	"2012"	"2012"	"Alcohol-induced causes"	"A"	46	3590347	1.3
	"Connecticut"	"09"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	448	3590347	12.5
	"Connecticut"	"09"	"2013"	"2013"	"Drug-induced causes"	"D"	600	3596080	16.7
	"Connecticut"	"09"	"2013"	"2013"	"Alcohol-induced causes"	"A"	104	3596080	2.9
	"Connecticut"	"09"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	593	3596080	16.5
	"Connecticut"	"09"	"2014"	"2014"	"Drug-induced causes"	"D"	639	3596677	17.8
	"Connecticut"	"09"	"2014"	"2014"	"Alcohol-induced causes"	"A"	158	3596677	4.4
	"Connecticut"	"09"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	633	3596677	17.6
	"Connecticut"	"09"	"2015"	"2015"	"Drug-induced causes"	"D"	827	3590886	23.0
	"Connecticut"	"09"	"2015"	"2015"	"Alcohol-induced causes"	"A"	217	3590886	6.0
	"Connecticut"	"09"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	814	3590886	22.7
	"Connecticut"	"09"	"2016"	"2016"	"Drug-induced causes"	"D"	997	3576452	27.9
	"Connecticut"	"09"	"2016"	"2016"	"Alcohol-induced causes"	"A"	267	3576452	7.5
	"Connecticut"	"09"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	987	3576452	27.6
	"Connecticut"	"09"	"2017"	"2017"	"Drug-induced causes"	"D"	1103	3588184	30.7
	"Connecticut"	"09"	"2017"	"2017"	"Alcohol-induced causes"	"A"	311	3588184	8.7
	"Connecticut"	"09"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	1092	3588184	30.4
	"Connecticut"	"09"	"2018"	"2018"	"Drug-induced causes"	"D"	1105	3572665	30.9
	"Connecticut"	"09"	"2018"	"2018"	"Alcohol-induced causes"	"A"	263	3572665	7.4
	"Connecticut"	"09"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	1096	3572665	30.7
	"Connecticut"	"09"	"2019"	"2019"	"Drug-induced causes"	"D"	1263	3565287	35.4
	"Connecticut"	"09"	"2019"	"2019"	"Alcohol-induced causes"	"A"	354	3565287	9.9
	"Connecticut"	"09"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	1240	3565287	34.8
	"Delaware"	"10"	"1999"	"1999"	"Drug-induced causes"	"D"	55	774990	7.1
	"Delaware"	"10"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	55	774990	7.1
	"Delaware"	"10"	"2000"	"2000"	"Drug-induced causes"	"D"	60	783600	7.7
	"Delaware"	"10"	"2000"	"2000"	"Alcohol-induced causes"	"A"	14	783600	Unreliable
	"Delaware"	"10"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	57	783600	7.3
	"Delaware"	"10"	"2001"	"2001"	"Drug-induced causes"	"D"	70	795699	8.8
	"Delaware"	"10"	"2001"	"2001"	"Alcohol-induced causes"	"A"	14	795699	Unreliable
	"Delaware"	"10"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	70	795699	8.8
	"Delaware"	"10"	"2002"	"2002"	"Drug-induced causes"	"D"	85	806169	10.5
	"Delaware"	"10"	"2002"	"2002"	"Alcohol-induced causes"	"A"	22	806169	2.7
	"Delaware"	"10"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	85	806169	10.5
	"Delaware"	"10"	"2003"	"2003"	"Drug-induced causes"	"D"	88	818003	10.8
	"Delaware"	"10"	"2003"	"2003"	"Alcohol-induced causes"	"A"	22	818003	2.7
	"Delaware"	"10"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	88	818003	10.8
	"Delaware"	"10"	"2004"	"2004"	"Drug-induced causes"	"D"	92	830803	11.1
	"Delaware"	"10"	"2004"	"2004"	"Alcohol-induced causes"	"A"	16	830803	Unreliable
	"Delaware"	"10"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	92	830803	11.1
	"Delaware"	"10"	"2005"	"2005"	"Drug-induced causes"	"D"	67	845150	7.9
	"Delaware"	"10"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	67	845150	7.9
	"Delaware"	"10"	"2006"	"2006"	"Drug-induced causes"	"D"	83	859268	9.7
	"Delaware"	"10"	"2006"	"2006"	"Alcohol-induced causes"	"A"	13	859268	Unreliable
	"Delaware"	"10"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	82	859268	9.5
	"Delaware"	"10"	"2007"	"2007"	"Drug-induced causes"	"D"	102	871749	11.7
	"Delaware"	"10"	"2007"	"2007"	"Alcohol-induced causes"	"A"	16	871749	Unreliable
	"Delaware"	"10"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	101	871749	11.6
	"Delaware"	"10"	"2008"	"2008"	"Drug-induced causes"	"D"	125	883874	14.1
	"Delaware"	"10"	"2008"	"2008"	"Alcohol-induced causes"	"A"	20	883874	2.3
	"Delaware"	"10"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	125	883874	14.1
	"Delaware"	"10"	"2009"	"2009"	"Drug-induced causes"	"D"	139	891730	15.6
	"Delaware"	"10"	"2009"	"2009"	"Alcohol-induced causes"	"A"	31	891730	3.5
	"Delaware"	"10"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	139	891730	15.6
	"Delaware"	"10"	"2010"	"2010"	"Drug-induced causes"	"D"	147	897934	16.4
	"Delaware"	"10"	"2010"	"2010"	"Alcohol-induced causes"	"A"	20	897934	2.2
	"Delaware"	"10"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	147	897934	16.4
	"Delaware"	"10"	"2011"	"2011"	"Drug-induced causes"	"D"	166	907135	18.3
	"Delaware"	"10"	"2011"	"2011"	"Alcohol-induced causes"	"A"	23	907135	2.5
	"Delaware"	"10"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	163	907135	18.0
	"Delaware"	"10"	"2012"	"2012"	"Drug-induced causes"	"D"	150	917092	16.4
	"Delaware"	"10"	"2012"	"2012"	"Alcohol-induced causes"	"A"	23	917092	2.5
	"Delaware"	"10"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	144	917092	15.7
	"Delaware"	"10"	"2013"	"2013"	"Drug-induced causes"	"D"	170	925749	18.4
	"Delaware"	"10"	"2013"	"2013"	"Alcohol-induced causes"	"A"	32	925749	3.5
	"Delaware"	"10"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	170	925749	18.4
	"Delaware"	"10"	"2014"	"2014"	"Drug-induced causes"	"D"	204	935614	21.8
	"Delaware"	"10"	"2014"	"2014"	"Alcohol-induced causes"	"A"	40	935614	4.3
	"Delaware"	"10"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	193	935614	20.6
	"Delaware"	"10"	"2015"	"2015"	"Drug-induced causes"	"D"	208	945934	22.0
	"Delaware"	"10"	"2015"	"2015"	"Alcohol-induced causes"	"A"	33	945934	3.5
	"Delaware"	"10"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	205	945934	21.7
	"Delaware"	"10"	"2016"	"2016"	"Drug-induced causes"	"D"	288	952065	30.3
	"Delaware"	"10"	"2016"	"2016"	"Alcohol-induced causes"	"A"	34	952065	3.6
	"Delaware"	"10"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	287	952065	30.1
	"Delaware"	"10"	"2017"	"2017"	"Drug-induced causes"	"D"	342	961939	35.6
	"Delaware"	"10"	"2017"	"2017"	"Alcohol-induced causes"	"A"	44	961939	4.6
	"Delaware"	"10"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	341	961939	35.4
	"Delaware"	"10"	"2018"	"2018"	"Drug-induced causes"	"D"	409	967171	42.3
	"Delaware"	"10"	"2018"	"2018"	"Alcohol-induced causes"	"A"	64	967171	6.6
	"Delaware"	"10"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	408	967171	42.2
	"Delaware"	"10"	"2019"	"2019"	"Drug-induced causes"	"D"	442	973764	45.4
	"Delaware"	"10"	"2019"	"2019"	"Alcohol-induced causes"	"A"	72	973764	7.4
	"Delaware"	"10"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	440	973764	45.2
	"District of Columbia"	"11"	"1999"	"1999"	"Drug-induced causes"	"D"	55	570213	9.6
	"District of Columbia"	"11"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	55	570213	9.6
	"District of Columbia"	"11"	"2000"	"2000"	"Drug-induced causes"	"D"	84	572059	14.7
	"District of Columbia"	"11"	"2000"	"2000"	"Alcohol-induced causes"	"A"	13	572059	Unreliable
	"District of Columbia"	"11"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	84	572059	14.7
	"District of Columbia"	"11"	"2001"	"2001"	"Drug-induced causes"	"D"	111	574504	19.3
	"District of Columbia"	"11"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	106	574504	18.5
	"District of Columbia"	"11"	"2002"	"2002"	"Drug-induced causes"	"D"	70	573158	12.2
	"District of Columbia"	"11"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	69	573158	12.0
	"District of Columbia"	"11"	"2003"	"2003"	"Drug-induced causes"	"D"	119	568502	20.9
	"District of Columbia"	"11"	"2003"	"2003"	"Alcohol-induced causes"	"A"	15	568502	Unreliable
	"District of Columbia"	"11"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	114	568502	20.1
	"District of Columbia"	"11"	"2004"	"2004"	"Drug-induced causes"	"D"	109	567754	19.2
	"District of Columbia"	"11"	"2004"	"2004"	"Alcohol-induced causes"	"A"	10	567754	Unreliable
	"District of Columbia"	"11"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	105	567754	18.5
	"District of Columbia"	"11"	"2005"	"2005"	"Drug-induced causes"	"D"	94	567136	16.6
	"District of Columbia"	"11"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	86	567136	15.2
	"District of Columbia"	"11"	"2006"	"2006"	"Drug-induced causes"	"D"	129	570681	22.6
	"District of Columbia"	"11"	"2006"	"2006"	"Alcohol-induced causes"	"A"	18	570681	Unreliable
	"District of Columbia"	"11"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	116	570681	20.3
	"District of Columbia"	"11"	"2007"	"2007"	"Drug-induced causes"	"D"	90	574404	15.7
	"District of Columbia"	"11"	"2007"	"2007"	"Alcohol-induced causes"	"A"	10	574404	Unreliable
	"District of Columbia"	"11"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	75	574404	13.1
	"District of Columbia"	"11"	"2008"	"2008"	"Drug-induced causes"	"D"	77	580236	13.3
	"District of Columbia"	"11"	"2008"	"2008"	"Alcohol-induced causes"	"A"	12	580236	Unreliable
	"District of Columbia"	"11"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	65	580236	11.2
	"District of Columbia"	"11"	"2009"	"2009"	"Drug-induced causes"	"D"	58	592228	9.8
	"District of Columbia"	"11"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	35	592228	5.9
	"District of Columbia"	"11"	"2010"	"2010"	"Drug-induced causes"	"D"	90	601723	15.0
	"District of Columbia"	"11"	"2010"	"2010"	"Alcohol-induced causes"	"A"	37	601723	6.1
	"District of Columbia"	"11"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	89	601723	14.8
	"District of Columbia"	"11"	"2011"	"2011"	"Drug-induced causes"	"D"	94	617996	15.2
	"District of Columbia"	"11"	"2011"	"2011"	"Alcohol-induced causes"	"A"	27	617996	4.4
	"District of Columbia"	"11"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	93	617996	15.0
	"District of Columbia"	"11"	"2012"	"2012"	"Drug-induced causes"	"D"	85	632323	13.4
	"District of Columbia"	"11"	"2012"	"2012"	"Alcohol-induced causes"	"A"	12	632323	Unreliable
